ride_id,timestamp,hour,day_of_week,pickup_district,dropoff_district,passengers,distance_km,duration_min,fare_rub
2169,2024-05-02 19:30:31,19,Thursday,ТЦ-Мега,ТЦ-Мега,4,7.2,14,226
2170,2024-05-07 00:18:11,0,Tuesday,Вокзал,ТЦ-Мега,1,18.7,53,478
2171,2024-02-23 05:39:44,5,Friday,Спальный-Север,Промзона,3,16.7,73,552
2172,2024-05-15 12:02:23,12,Wednesday,Центр,Аэропорт,4,33.8,64,860
2173,2024-01-05 22:16:09,22,Friday,Вокзал,Спальный-Юг,3,17.5,41,416
2174,2024-08-20 17:07:33,17,Tuesday,Спальный-Север,Центр,4,26.7,65,635
2175,2024-01-23 15:26:31,15,Tuesday,Центр,Аэропорт,2,14.7,54,511
2176,2024-05-22 13:39:32,13,Wednesday,Промзона,Вокзал,2,16.4,41,431
2177,2024-06-17 19:34:47,19,Monday,Университет,Спальный-Юг,2,31.4,68,767
2178,2024-08-05 03:51:35,3,Monday,ТЦ-Мега,Спальный-Юг,1,33.6,150,1068
2179,2024-04-16 08:37:32,8,Tuesday,Спальный-Север,Университет,4,26.8,113,784
2180,2024-07-02 17:32:14,17,Tuesday,Университет,Университет,1,25.9,62,608
2181,2024-02-18 19:14:45,19,Sunday,Промзона,Спальный-Север,4,1.3,2,131
2182,2024-04-05 22:34:08,22,Friday,Центр,Спальный-Юг,1,14.5,40,468
2183,2024-03-28 17:55:55,17,Thursday,Промзона,Университет,4,8.9,18,246
2184,2024-05-17 07:48:17,7,Friday,Спальный-Юг,Вокзал,2,3.3,6,174
2185,2024-07-09 08:49:15,8,Tuesday,Университет,Спальный-Юг,1,29.6,105,683
2186,2024-03-14 21:09:48,21,Thursday,Университет,Аэропорт,4,10.4,45,318
2187,2024-10-21 22:26:13,22,Monday,Спальный-Юг,Аэропорт,2,7.2,20,298
2188,2024-05-15 09:53:56,9,Wednesday,Вокзал,Вокзал,1,24.6,89,616
2189,2024-06-05 05:24:33,5,Wednesday,Университет,Центр,2,15.7,57,436
2190,2024-08-17 14:44:41,14,Saturday,Центр,Центр,3,6.8,29,250
2191,2024-05-01 18:25:57,18,Wednesday,Промзона,Спальный-Север,4,28.3,106,671
2192,2024-10-25 21:01:00,21,Friday,Центр,Вокзал,4,12.5,39,367
2193,2024-06-19 09:51:36,9,Wednesday,Университет,Вокзал,2,33.8,63,788
2194,2024-01-18 18:41:28,18,Thursday,ТЦ-Мега,Центр,4,6.8,14,223
2195,2024-12-01 20:24:31,20,Sunday,Спальный-Юг,Промзона,3,5.8,12,240
2196,2024-02-27 18:31:07,18,Tuesday,Вокзал,Университет,1,20.4,67,681
2197,2024-06-05 13:15:26,13,Wednesday,Спальный-Юг,Спальный-Юг,2,2.8,12,181
2198,2024-03-14 08:05:41,8,Thursday,Спальный-Юг,Вокзал,2,14.5,32,364
2199,2024-12-06 21:46:01,21,Friday,Университет,Аэропорт,4,20.8,55,631
2200,2024-04-16 16:43:11,16,Tuesday,Спальный-Север,Аэропорт,4,15.3,53,438
2201,2024-11-29 12:29:38,12,Friday,Аэропорт,Спальный-Юг,3,28.8,108,669
2202,2024-07-02 19:37:34,19,Tuesday,Вокзал,Вокзал,3,12.9,37,346
2203,2024-10-01 21:37:59,21,Tuesday,ТЦ-Мега,Спальный-Юг,4,29.6,67,716
2204,2024-10-11 09:27:50,9,Friday,Аэропорт,Спальный-Север,4,30.9,137,953
2205,2024-01-31 11:58:00,11,Wednesday,Центр,Спальный-Север,4,18.0,45,488
2206,2024-10-12 19:05:36,19,Saturday,Аэропорт,Вокзал,4,4.7,9,188
2207,2024-01-26 09:25:36,9,Friday,Спальный-Север,ТЦ-Мега,2,26.1,101,859
2208,2024-06-15 19:14:17,19,Saturday,Центр,Аэропорт,1,19.4,62,509
2209,2024-09-27 08:26:20,8,Friday,Центр,Аэропорт,1,10.3,24,345
2210,2024-04-12 23:47:46,23,Friday,Центр,Промзона,3,17.7,77,493
2211,2024-04-16 00:48:13,0,Tuesday,ТЦ-Мега,Спальный-Север,3,1.1,2,123
2212,2024-07-25 18:29:15,18,Thursday,Вокзал,Вокзал,3,21.2,73,501
2213,2024-01-02 07:01:37,7,Tuesday,Аэропорт,Спальный-Север,2,33.5,137,905
2214,2024-04-13 17:59:29,17,Saturday,Университет,Центр,4,26.2,88,730
2215,2024-06-21 00:19:34,0,Friday,ТЦ-Мега,Университет,3,34.6,151,1143
2216,2024-01-21 11:03:01,11,Sunday,Спальный-Юг,Спальный-Север,2,32.3,129,1060
2217,2024-02-19 12:46:53,12,Monday,Вокзал,Промзона,1,9.3,28,354
2218,2024-10-11 17:41:23,17,Friday,Спальный-Юг,Аэропорт,1,24.6,66,562
2219,2024-05-13 08:51:54,8,Monday,Спальный-Север,Спальный-Юг,4,23.6,47,525
2220,2024-08-16 12:20:24,12,Friday,Спальный-Юг,ТЦ-Мега,4,33.1,114,808
2221,2024-01-28 12:06:03,12,Sunday,Центр,Аэропорт,1,19.7,50,563
2222,2024-03-18 17:58:08,17,Monday,Спальный-Юг,Центр,2,23.2,74,665
2223,2024-07-19 21:09:02,21,Friday,Спальный-Юг,Промзона,2,19.0,60,461
2224,2024-07-02 13:40:12,13,Tuesday,Промзона,Университет,1,15.0,33,486
2225,2024-02-14 00:10:39,0,Wednesday,Промзона,Вокзал,1,4.2,16,222
2226,2024-02-05 17:40:11,17,Monday,Центр,Спальный-Юг,4,27.7,123,774
2227,2024-01-17 07:03:29,7,Wednesday,ТЦ-Мега,Центр,1,21.5,51,517
2228,2024-10-14 06:15:33,6,Monday,Аэропорт,Спальный-Север,2,5.9,12,200
2229,2024-11-17 15:27:04,15,Sunday,Спальный-Юг,Промзона,1,12.9,28,395
2230,2024-08-07 13:27:48,13,Wednesday,Спальный-Юг,Спальный-Юг,4,12.1,53,445
2231,2024-06-05 18:41:11,18,Wednesday,Спальный-Север,Спальный-Юг,4,31.4,139,886
2232,2024-01-13 19:06:39,19,Saturday,Спальный-Север,Спальный-Юг,4,4.0,10,183
2233,2024-05-12 19:15:22,19,Sunday,ТЦ-Мега,Аэропорт,2,20.0,59,556
2234,2024-02-21 21:47:43,21,Wednesday,ТЦ-Мега,Университет,1,5.3,16,246
2235,2024-08-02 14:45:51,14,Friday,ТЦ-Мега,Аэропорт,2,14.2,39,448
2236,2024-02-09 09:59:39,9,Friday,Университет,Спальный-Юг,3,30.9,129,855
2237,2024-02-11 13:42:10,13,Sunday,Центр,ТЦ-Мега,1,20.7,73,569
2238,2024-06-04 18:32:36,18,Tuesday,Спальный-Север,Промзона,3,17.4,45,424
2239,2024-06-06 18:03:19,18,Thursday,Аэропорт,Вокзал,2,25.7,107,816
2240,2024-11-22 06:27:53,6,Friday,Промзона,Спальный-Юг,2,9.6,36,321
2241,2024-07-23 02:42:44,2,Tuesday,Вокзал,Вокзал,4,10.4,27,364
2242,2024-10-06 18:35:05,18,Sunday,ТЦ-Мега,Спальный-Север,3,19.1,58,446
2243,2024-12-12 08:37:50,8,Thursday,Аэропорт,Вокзал,3,10.8,45,374
2244,2024-08-02 15:34:01,15,Friday,Центр,Промзона,1,34.8,101,1021
2245,2024-01-23 19:11:05,19,Tuesday,Спальный-Юг,Вокзал,2,6.5,27,252
2246,2024-01-16 09:07:45,9,Tuesday,ТЦ-Мега,Центр,2,14.6,39,462
2247,2024-02-21 13:45:46,13,Wednesday,Центр,Спальный-Север,2,22.8,72,530
2248,2024-12-23 06:12:06,6,Monday,Центр,Вокзал,1,21.2,70,620
2249,2024-01-17 18:00:13,18,Wednesday,Спальный-Север,Вокзал,4,11.1,48,419
2250,2024-10-28 18:52:29,18,Monday,Вокзал,ТЦ-Мега,2,26.9,89,613
2251,2024-06-30 18:43:45,18,Sunday,Спальный-Юг,Вокзал,3,22.0,84,543
2252,2024-11-21 19:29:52,19,Thursday,Вокзал,Вокзал,2,18.8,78,655
2253,2024-06-23 21:14:21,21,Sunday,Аэропорт,Университет,1,19.0,70,472
2254,2024-08-27 13:38:48,13,Tuesday,ТЦ-Мега,Вокзал,4,2.9,7,152
2255,2024-12-19 04:32:07,4,Thursday,Аэропорт,Спальный-Север,4,27.5,84,828
2256,2024-09-08 09:49:07,9,Sunday,Центр,Университет,4,19.2,60,611
2257,2024-02-24 15:57:57,15,Saturday,Промзона,Промзона,4,1.2,5,131
2258,2024-09-13 19:02:00,19,Friday,Спальный-Север,Аэропорт,2,6.8,17,275
2259,2024-04-05 19:10:52,19,Friday,ТЦ-Мега,ТЦ-Мега,3,5.1,17,235
2260,2024-05-12 19:25:42,19,Sunday,Промзона,Вокзал,4,17.1,49,479
2261,2024-03-01 16:15:36,16,Friday,Аэропорт,Вокзал,3,29.9,128,824
2262,2024-02-29 06:53:26,6,Thursday,Центр,Университет,1,31.4,126,851
2263,2024-07-05 08:02:52,8,Friday,Аэропорт,Спальный-Юг,2,23.1,89,761
2264,2024-12-21 17:07:39,17,Saturday,Спальный-Юг,Вокзал,2,19.3,46,450
2265,2024-06-03 04:58:06,4,Monday,Центр,Промзона,2,26.1,89,802
2266,2024-02-21 05:23:58,5,Wednesday,ТЦ-Мега,Спальный-Юг,4,3.4,10,173
2267,2024-05-05 17:14:42,17,Sunday,Спальный-Юг,Вокзал,1,30.5,106,779
2268,2024-01-09 00:52:07,0,Tuesday,Спальный-Юг,Аэропорт,4,30.9,79,783
2269,2024-10-26 13:50:27,13,Saturday,Промзона,Промзона,1,30.1,64,731
2270,2024-02-09 07:57:28,7,Friday,Спальный-Север,Промзона,4,31.9,86,686
2271,2024-06-23 13:23:16,13,Sunday,Университет,Аэропорт,2,6.3,26,268
2272,2024-01-10 18:09:18,18,Wednesday,Промзона,Спальный-Юг,4,27.8,83,805
2273,2024-08-27 18:09:02,18,Tuesday,Спальный-Север,Центр,4,13.2,39,340
2274,2024-07-15 07:51:16,7,Monday,Спальный-Север,Университет,1,26.7,83,852
2275,2024-09-06 08:20:19,8,Friday,Университет,Спальный-Юг,1,34.3,111,1000
2276,2024-09-14 19:54:20,19,Saturday,Аэропорт,Аэропорт,3,25.0,90,676
2277,2024-07-20 09:43:33,9,Saturday,Спальный-Юг,Центр,4,14.7,32,407
2278,2024-05-08 12:08:00,12,Wednesday,Аэропорт,Университет,1,16.1,68,539
2279,2024-12-27 19:13:21,19,Friday,Университет,ТЦ-Мега,2,8.1,27,326
2280,2024-03-05 11:13:57,11,Tuesday,Центр,ТЦ-Мега,1,19.0,71,629
2281,2024-09-21 18:58:59,18,Saturday,Аэропорт,Центр,3,18.8,54,561
2282,2024-04-30 18:16:00,18,Tuesday,Аэропорт,Университет,2,12.8,24,369
2283,2024-02-12 15:57:20,15,Monday,Центр,Промзона,2,21.3,64,686
2284,2024-06-13 17:26:28,17,Thursday,Университет,Университет,3,3.0,9,172
2285,2024-03-22 10:27:54,10,Friday,Спальный-Юг,Аэропорт,2,3.6,13,170
2286,2024-07-25 13:47:53,13,Thursday,Аэропорт,Аэропорт,2,5.4,20,215
2287,2024-02-24 13:48:04,13,Saturday,Университет,ТЦ-Мега,1,29.4,119,882
2288,2024-02-24 22:27:10,22,Saturday,Промзона,Вокзал,3,2.9,8,169
2289,2024-10-09 09:25:36,9,Wednesday,Вокзал,ТЦ-Мега,1,19.8,37,446
2290,2024-04-01 08:11:01,8,Monday,Центр,Вокзал,3,31.5,120,1031
2291,2024-07-22 08:17:31,8,Monday,Вокзал,Университет,4,29.2,57,724
2292,2024-01-10 20:58:13,20,Wednesday,Университет,Центр,3,28.4,57,817
2293,2024-01-17 17:18:37,17,Wednesday,Аэропорт,Спальный-Юг,3,7.7,18,293
2294,2024-04-24 11:54:07,11,Wednesday,Университет,ТЦ-Мега,2,30.3,91,816
2295,2024-01-03 20:34:14,20,Wednesday,Промзона,Спальный-Юг,1,33.6,63,763
2296,2024-06-28 08:39:46,8,Friday,Спальный-Север,Спальный-Север,2,21.8,97,626
2297,2024-03-21 13:48:31,13,Thursday,Вокзал,ТЦ-Мега,2,7.1,29,255
2298,2024-01-25 10:19:49,10,Thursday,ТЦ-Мега,ТЦ-Мега,4,20.1,59,484
2299,2024-06-18 11:52:10,11,Tuesday,Промзона,Спальный-Север,4,16.4,37,477
2300,2024-11-16 09:37:23,9,Saturday,ТЦ-Мега,Спальный-Юг,1,1.8,7,145
2301,2024-09-10 12:23:48,12,Tuesday,Центр,Вокзал,2,15.0,62,429
2302,2024-03-25 15:11:49,15,Monday,Спальный-Юг,Спальный-Север,1,3.6,10,193
2303,2024-10-04 09:36:58,9,Friday,Промзона,Спальный-Север,2,2.2,5,156
2304,2024-01-04 08:10:15,8,Thursday,Промзона,Промзона,1,13.2,25,415
2305,2024-04-25 07:21:18,7,Thursday,Спальный-Север,ТЦ-Мега,3,12.2,46,448
2306,2024-04-16 17:39:12,17,Tuesday,Спальный-Юг,Спальный-Север,4,26.7,66,786
2307,2024-10-30 20:27:08,20,Wednesday,Спальный-Север,Вокзал,2,1.2,4,127
2308,2024-05-17 19:48:17,19,Friday,Промзона,ТЦ-Мега,3,4.1,17,186
2309,2024-11-09 20:38:39,20,Saturday,Университет,ТЦ-Мега,2,5.6,11,197
2310,2024-08-23 06:19:37,6,Friday,ТЦ-Мега,Аэропорт,3,13.6,30,446
2311,2024-10-16 16:13:57,16,Wednesday,Аэропорт,Аэропорт,4,16.2,56,535
2312,2024-12-25 12:14:06,12,Wednesday,ТЦ-Мега,Спальный-Юг,4,17.4,42,463
2313,2024-12-07 10:54:32,10,Saturday,Аэропорт,Центр,4,22.4,64,583
2314,2024-04-27 07:01:00,7,Saturday,Спальный-Юг,Промзона,2,20.4,45,586
2315,2024-04-07 09:10:45,9,Sunday,Промзона,Промзона,1,4.6,13,192
2316,2024-05-18 10:13:46,10,Saturday,Спальный-Юг,Спальный-Север,1,27.2,56,712
2317,2024-08-14 14:31:58,14,Wednesday,Аэропорт,Промзона,3,21.1,74,556
2318,2024-03-19 19:05:32,19,Tuesday,Промзона,Вокзал,2,19.5,72,528
2319,2024-01-04 18:19:49,18,Thursday,ТЦ-Мега,Спальный-Север,2,19.5,61,540
2320,2024-03-28 19:37:37,19,Thursday,Центр,Аэропорт,3,34.5,102,751
2321,2024-10-04 13:42:18,13,Friday,Промзона,Промзона,2,33.6,85,970
2322,2024-10-04 19:10:49,19,Friday,Аэропорт,ТЦ-Мега,2,11.9,35,407
2323,2024-09-17 02:17:25,2,Tuesday,Промзона,Спальный-Юг,2,17.4,62,568
2324,2024-11-22 19:55:20,19,Friday,Аэропорт,Аэропорт,2,26.1,53,672
2325,2024-06-28 08:00:48,8,Friday,ТЦ-Мега,Аэропорт,3,4.6,11,211
2326,2024-10-09 12:26:12,12,Wednesday,Центр,Вокзал,2,21.0,52,494
2327,2024-05-05 18:59:17,18,Sunday,Центр,Центр,4,4.0,13,181
2328,2024-12-21 11:28:02,11,Saturday,Промзона,Центр,3,5.6,16,214
2329,2024-04-04 12:04:30,12,Thursday,Спальный-Север,Вокзал,1,29.4,104,666
2330,2024-02-13 18:36:14,18,Tuesday,Аэропорт,Аэропорт,2,9.4,36,335
2331,2024-08-25 09:05:05,9,Sunday,Центр,ТЦ-Мега,1,33.3,80,943
2332,2024-03-14 21:29:31,21,Thursday,Вокзал,ТЦ-Мега,1,23.4,62,571
2333,2024-08-11 13:55:08,13,Sunday,Промзона,Центр,1,14.3,34,415
2334,2024-04-26 15:29:11,15,Friday,ТЦ-Мега,Аэропорт,2,7.8,23,274
2335,2024-04-15 17:55:56,17,Monday,Спальный-Юг,Спальный-Юг,1,7.7,22,237
2336,2024-06-02 22:08:12,22,Sunday,Спальный-Юг,Вокзал,2,25.3,72,617
2337,2024-08-25 13:30:42,13,Sunday,ТЦ-Мега,Центр,4,31.4,101,828
2338,2024-04-16 19:50:16,19,Tuesday,Спальный-Юг,ТЦ-Мега,1,21.5,49,666
2339,2024-06-23 13:06:32,13,Sunday,Университет,Спальный-Север,2,19.7,37,427
2340,2024-04-03 09:02:56,9,Wednesday,Спальный-Юг,Спальный-Юг,1,6.7,22,254
2341,2024-03-27 18:14:17,18,Wednesday,ТЦ-Мега,Спальный-Юг,4,12.7,50,454
2342,2024-01-06 15:10:22,15,Saturday,Спальный-Север,ТЦ-Мега,2,30.7,119,820
2343,2024-10-17 12:02:17,12,Thursday,Спальный-Юг,Вокзал,1,24.4,55,629
2344,2024-01-02 22:38:21,22,Tuesday,Промзона,Университет,3,8.7,36,331
2345,2024-07-19 08:46:17,8,Friday,Центр,Спальный-Север,4,9.0,35,332
2346,2024-05-14 14:43:27,14,Tuesday,ТЦ-Мега,Вокзал,3,2.7,8,166
2347,2024-09-15 08:58:33,8,Sunday,ТЦ-Мега,Вокзал,4,9.9,23,270
2348,2024-06-28 19:56:26,19,Friday,ТЦ-Мега,Спальный-Север,4,9.7,28,318
2349,2024-02-04 14:23:42,14,Sunday,Центр,Центр,2,11.1,41,373
2350,2024-12-22 13:10:36,13,Sunday,Промзона,Центр,4,29.7,54,718
2351,2024-10-14 17:24:01,17,Monday,ТЦ-Мега,Центр,3,10.9,27,330
2352,2024-04-26 20:45:15,20,Friday,Спальный-Север,Спальный-Север,1,16.1,69,527
2353,2024-11-26 11:28:42,11,Tuesday,Вокзал,Аэропорт,2,8.2,33,303
2354,2024-08-03 18:26:56,18,Saturday,Вокзал,Центр,4,30.2,129,914
2355,2024-09-16 14:27:21,14,Monday,Центр,ТЦ-Мега,4,8.4,32,322
2356,2024-10-20 18:26:13,18,Sunday,Университет,ТЦ-Мега,1,11.4,46,408
2357,2024-06-10 18:51:40,18,Monday,Спальный-Юг,Аэропорт,2,12.0,22,368
2358,2024-12-21 19:29:03,19,Saturday,Вокзал,ТЦ-Мега,4,9.9,41,343
2359,2024-07-19 04:13:11,4,Friday,Аэропорт,Центр,4,29.5,114,801
2360,2024-10-24 08:37:11,8,Thursday,Аэропорт,Университет,1,27.1,86,764
2361,2024-08-02 15:44:20,15,Friday,Спальный-Север,Университет,1,33.8,131,1029
2362,2024-01-04 13:34:27,13,Thursday,ТЦ-Мега,Спальный-Юг,2,29.0,76,676
2363,2024-12-22 04:37:34,4,Sunday,Вокзал,Спальный-Север,3,24.4,88,806
2364,2024-11-23 09:38:44,9,Saturday,ТЦ-Мега,Университет,1,1.7,4,142
2365,2024-11-02 23:11:04,23,Saturday,Центр,Промзона,3,22.0,88,637
2366,2024-09-28 23:10:17,23,Saturday,Спальный-Юг,Спальный-Север,1,8.9,38,349
2367,2024-12-21 17:43:52,17,Saturday,ТЦ-Мега,Университет,1,26.2,80,716
2368,2024-07-11 11:41:17,11,Thursday,Центр,Вокзал,4,23.6,86,636
2369,2024-05-09 17:56:49,17,Thursday,Вокзал,Промзона,1,20.8,78,535
2370,2024-08-17 08:49:02,8,Saturday,Аэропорт,ТЦ-Мега,3,4.9,10,208
2371,2024-01-25 05:13:01,5,Thursday,Вокзал,Университет,2,18.4,60,536
2372,2024-09-27 12:10:38,12,Friday,Спальный-Юг,Спальный-Юг,3,33.2,109,933
2373,2024-01-16 18:42:54,18,Tuesday,Промзона,Аэропорт,4,1.7,4,137
2374,2024-02-15 16:04:26,16,Thursday,Вокзал,ТЦ-Мега,1,19.4,57,562
2375,2024-08-29 08:25:25,8,Thursday,Центр,Спальный-Север,1,5.5,18,231
2376,2024-11-21 13:48:51,13,Thursday,Спальный-Юг,Спальный-Юг,3,7.0,30,258
2377,2024-10-31 08:24:40,8,Thursday,Университет,Центр,1,23.1,82,618
2378,2024-05-31 08:51:42,8,Friday,Промзона,Спальный-Север,4,32.6,71,686
2379,2024-10-26 16:05:59,16,Saturday,Центр,Аэропорт,3,6.3,15,229
2380,2024-07-26 15:52:52,15,Friday,Университет,Центр,2,32.5,64,816
2381,2024-05-30 20:15:24,20,Thursday,Спальный-Юг,Центр,3,11.8,48,443
2382,2024-12-23 10:48:27,10,Monday,Университет,Промзона,3,9.7,37,358
2383,2024-05-04 17:55:25,17,Saturday,Аэропорт,Вокзал,3,29.1,74,852
2384,2024-10-18 19:28:31,19,Friday,ТЦ-Мега,ТЦ-Мега,2,9.5,27,357
2385,2024-03-06 23:14:27,23,Wednesday,ТЦ-Мега,Спальный-Юг,1,2.3,7,152
2386,2024-10-24 07:19:36,7,Thursday,Аэропорт,Аэропорт,1,28.8,127,946
2387,2024-04-05 21:38:33,21,Friday,Аэропорт,Центр,4,14.2,32,393
2388,2024-02-07 12:29:59,12,Wednesday,Промзона,ТЦ-Мега,2,20.4,59,501
2389,2024-11-04 15:50:46,15,Monday,Университет,ТЦ-Мега,4,19.6,47,576
2390,2024-08-18 17:39:11,17,Sunday,Вокзал,Спальный-Север,3,13.7,54,374
2391,2024-01-26 14:33:55,14,Friday,Вокзал,Промзона,2,28.5,120,914
2392,2024-04-07 16:48:38,16,Sunday,Центр,Центр,1,3.9,17,196
2393,2024-01-26 09:41:42,9,Friday,Вокзал,Спальный-Юг,2,24.7,106,645
2394,2024-05-25 19:46:59,19,Saturday,Спальный-Север,Университет,3,20.2,48,462
2395,2024-11-21 07:53:34,7,Thursday,ТЦ-Мега,Промзона,4,17.0,32,472
2396,2024-12-07 09:44:08,9,Saturday,Аэропорт,Центр,2,11.1,20,342
2397,2024-04-28 08:01:36,8,Sunday,Вокзал,Спальный-Юг,4,32.7,147,926
2398,2024-10-18 07:52:49,7,Friday,Промзона,ТЦ-Мега,2,19.5,86,665
2399,2024-02-13 19:30:42,19,Tuesday,ТЦ-Мега,ТЦ-Мега,1,13.4,47,355
2400,2024-08-08 21:36:21,21,Thursday,Спальный-Юг,Центр,3,34.3,76,926
2401,2024-06-06 09:31:16,9,Thursday,Вокзал,Спальный-Север,4,5.1,11,195
2402,2024-06-10 17:54:25,17,Monday,Спальный-Север,Аэропорт,1,4.3,8,189
2403,2024-06-28 13:03:14,13,Friday,Аэропорт,Центр,2,15.2,58,514
2404,2024-11-14 17:47:53,17,Thursday,Университет,Спальный-Север,2,20.9,78,630
2405,2024-04-07 13:19:46,13,Sunday,Спальный-Юг,Университет,3,7.3,19,298
2406,2024-01-01 14:49:17,14,Monday,ТЦ-Мега,Аэропорт,2,17.8,33,513
2407,2024-02-03 10:59:56,10,Saturday,Вокзал,Вокзал,4,1.2,5,129
2408,2024-12-18 16:35:54,16,Wednesday,Спальный-Север,Аэропорт,3,27.6,76,717
2409,2024-06-29 06:24:12,6,Saturday,Промзона,Центр,3,34.0,65,915
2410,2024-02-10 10:46:47,10,Saturday,Спальный-Юг,Спальный-Юг,4,28.5,76,832
2411,2024-05-07 17:38:42,17,Tuesday,Университет,Центр,1,5.0,14,220
2412,2024-10-27 09:15:57,9,Sunday,Спальный-Юг,Вокзал,3,29.2,54,649
2413,2024-05-07 22:38:59,22,Tuesday,Центр,Спальный-Север,4,27.8,91,665
2414,2024-03-23 11:49:47,11,Saturday,ТЦ-Мега,Спальный-Юг,1,25.9,63,633
2415,2024-09-30 17:34:00,17,Monday,Промзона,Вокзал,4,6.2,17,246
2416,2024-08-11 09:45:38,9,Sunday,ТЦ-Мега,Аэропорт,2,8.0,19,253
2417,2024-04-07 06:38:29,6,Sunday,Центр,ТЦ-Мега,4,11.2,46,383
2418,2024-11-05 05:35:30,5,Tuesday,Вокзал,Вокзал,3,34.7,66,707
2419,2024-02-10 19:05:12,19,Saturday,ТЦ-Мега,Вокзал,1,24.1,103,791
2420,2024-05-21 10:35:21,10,Tuesday,Спальный-Север,Аэропорт,1,20.1,55,612
2421,2024-12-01 07:25:02,7,Sunday,Аэропорт,Аэропорт,1,11.0,33,373
2422,2024-11-03 10:57:30,10,Sunday,Промзона,Спальный-Юг,3,24.1,74,767
2423,2024-12-23 13:50:03,13,Monday,Аэропорт,Спальный-Север,1,30.4,110,891
2424,2024-02-02 12:18:24,12,Friday,Спальный-Север,Спальный-Юг,4,26.4,106,780
2425,2024-09-05 19:51:24,19,Thursday,Спальный-Север,Промзона,4,34.9,75,811
2426,2024-07-05 20:14:00,20,Friday,Спальный-Юг,Центр,2,5.7,16,243
2427,2024-10-11 11:58:28,11,Friday,Центр,Промзона,1,1.2,5,131
2428,2024-01-22 11:25:25,11,Monday,Аэропорт,Вокзал,4,9.1,37,317
2429,2024-01-05 09:39:34,9,Friday,Центр,Вокзал,2,21.0,38,473
2430,2024-05-01 06:40:01,6,Wednesday,Промзона,Аэропорт,2,5.9,13,233
2431,2024-08-23 18:48:23,18,Friday,Вокзал,Аэропорт,4,20.3,75,568
2432,2024-11-15 05:45:34,5,Friday,Промзона,Университет,3,15.6,34,506
2433,2024-05-11 17:51:17,17,Saturday,Промзона,Спальный-Юг,3,34.4,117,794
2434,2024-06-17 17:14:32,17,Monday,Вокзал,ТЦ-Мега,3,4.1,14,203
2435,2024-09-28 16:13:18,16,Saturday,ТЦ-Мега,ТЦ-Мега,2,31.1,127,964
2436,2024-11-01 19:50:43,19,Friday,Центр,Промзона,4,13.6,29,405
2437,2024-04-30 11:51:26,11,Tuesday,ТЦ-Мега,Центр,4,4.5,13,186
2438,2024-08-17 01:55:40,1,Saturday,Центр,Аэропорт,2,6.2,18,268
2439,2024-02-02 10:23:32,10,Friday,Центр,Вокзал,4,13.4,27,443
2440,2024-11-21 08:05:27,8,Thursday,Промзона,Университет,1,17.9,37,465
2441,2024-04-01 11:16:19,11,Monday,Университет,Спальный-Юг,1,3.6,9,173
2442,2024-05-15 17:46:47,17,Wednesday,Университет,Центр,3,13.4,28,426
2443,2024-03-04 17:36:59,17,Monday,ТЦ-Мега,ТЦ-Мега,3,26.0,100,854
2444,2024-07-26 19:37:13,19,Friday,Спальный-Север,Спальный-Север,3,15.6,44,394
2445,2024-09-10 17:16:40,17,Tuesday,Центр,Промзона,4,23.8,72,660
2446,2024-04-05 05:15:47,5,Friday,Вокзал,Спальный-Юг,2,24.6,101,794
2447,2024-11-24 19:06:36,19,Sunday,Университет,Спальный-Север,2,7.3,14,242
2448,2024-03-14 08:44:45,8,Thursday,Аэропорт,Спальный-Север,4,21.5,67,661
2449,2024-01-21 09:11:55,9,Sunday,Аэропорт,ТЦ-Мега,4,20.1,43,475
2450,2024-10-30 11:41:11,11,Wednesday,Аэропорт,Спальный-Север,3,9.8,29,366
2451,2024-01-24 17:08:15,17,Wednesday,Центр,Вокзал,4,24.3,45,504
2452,2024-04-26 16:48:51,16,Friday,Спальный-Юг,Университет,1,7.0,18,230
2453,2024-09-25 16:09:56,16,Wednesday,Промзона,Вокзал,3,21.7,86,637
2454,2024-12-19 19:21:08,19,Thursday,Промзона,ТЦ-Мега,1,31.5,62,894
2455,2024-04-23 08:07:01,8,Tuesday,Спальный-Север,Спальный-Север,2,1.1,4,130
2456,2024-08-09 08:40:46,8,Friday,Университет,Университет,2,27.5,117,800
2457,2024-02-08 08:26:56,8,Thursday,ТЦ-Мега,ТЦ-Мега,3,25.7,95,607
2458,2024-01-15 18:59:51,18,Monday,Спальный-Север,ТЦ-Мега,1,16.1,38,427
2459,2024-06-09 10:10:39,10,Sunday,Вокзал,Центр,4,18.1,47,525
2460,2024-06-01 18:46:03,18,Saturday,ТЦ-Мега,Университет,3,5.5,17,201
2461,2024-08-07 13:29:26,13,Wednesday,ТЦ-Мега,Аэропорт,1,5.7,19,207
2462,2024-05-05 19:45:25,19,Sunday,ТЦ-Мега,Спальный-Юг,4,7.5,24,312
2463,2024-05-24 18:36:28,18,Friday,Спальный-Север,Вокзал,2,10.1,34,354
2464,2024-12-23 22:49:36,22,Monday,Спальный-Юг,Вокзал,3,24.1,92,775
2465,2024-12-27 16:32:27,16,Friday,Промзона,Центр,3,2.2,8,162
2466,2024-12-04 16:13:09,16,Wednesday,Спальный-Север,Аэропорт,2,29.0,113,801
2467,2024-10-29 18:16:57,18,Tuesday,Вокзал,Вокзал,3,14.0,30,350
